No,質問,期待回答,実際回答,スコア,判定
102,転用承諾番号について,転用承諾番号とは、NTT東西と光回線契約をしている人が、光コラボレーション事業者へ光回線の契約を乗り換える際に必要な番号です。\nNTT東西の「フレッツ光」より、「スリム光」に変更するときに必要な番号となります。\n\n【取得方法】\n・インターネットからのご取得を検討されているお客様\n(西日本在住の方)\nhttps://flets-w.com/collabo/tenyou/entry/ \n\n(東日本在住の方)\nhttps://flets.com/app4/input/index/ \n\n・電話でご取得を検討されているお客様\n(西日本在住の方)\n0120-553-104\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く)\n\n(東日本在住の方)\n0120-140-202\n受付時間 9:00〜17:00 土日・祝日も営業(年末年始を除く),"お問い合わせいただき、ありがとうございます。
転用承諾番号についてご説明いたします。

転用承諾番号とは、現在NTT東日本・西日本の「フレッツ光」をご利用中のお客様が、光コラボレーション事業者が提供する光サービスへ乗り換える（「転用」といいます）際に必要となる、11桁の英数字で構成された番号のことです。

この番号を乗り換え先の事業者に伝えることで、新たな回線工事を行うことなく、スムーズに契約を切り替えることができます。

転用承諾番号は、NTT東日本・西日本の専用窓口（Webサイトまたはお電話）にて取得いただけます。

なお、発行された転用承諾番号には15日間の有効期限がございますので、取得後はお早めにお手続きを進めていただくことをお勧めします。

その他ご不明な点がございましたら、お気軽にお尋ねください。",0.882,〇
103,新規申込について,・お引越し\nお引越し先がNTT東西の光回線提供エリア内であればサービスを引き続きご利用頂けます。\nなお、提供エリアであってもまれにNTT東西の光ファイバーが電柱などの位置関係によりルート外になる場合、管理会社さま等から許可をいただけない場合があります。\n詳しくは0120-36-3624までお問い合わせください。\n\nおおよそ目安\n戸建て １ヶ月程度\n集合住宅(光配線のマンション設備がある場合) 2週間〜3週間程度\n集合住宅・テナント(光配線のマンション設備がない場合) 2週間〜3ヶ月程度\n引越し特典\n工事費&パソコン設定サービス無料\n開通まではモバイルレンタルサービスで快適インターネット,"新規のお申し込みについてですね。お問い合わせいただきありがとうございます。

お申し込みから開通までの期間は、通常2週間から2ヶ月ほどが目安となります。
ただし、お引越しシーズンなどの時期やお住まいの地域によって、通常よりお時間がかかる場合がございますのでご了承ください。

また、建物の状況などにより光回線の工事ができないケースもございますが、弊社では配管工事なども行っております。もし他社様で工事が難しいと判断された場合でも、お気軽にご相談いただければと存じます。

その他、具体的なご質問がございましたら、お気軽にお尋ねください。",0.941,〇
104,提供エリアについて,NTT東西と同様の提供エリアとなります。\n下記URLにて判断をすることができます。\n\n【西日本在住の方】\nhttps://flets.ntt-west.co.jp/area/areaSearch?__kzd=.flets-w.com&__kzi=8ccbe91c-11a2-53cb-be9b-c9b1bfefa8f2&__kzn=bc32dfe4fa3d.152.6&__kzt=1740446408367&_ga=2.265446730.496328287.1740446406-1130162286.1707823222&_gl=1%2A1dv03r8%2A_ga%2AMTEzMDE2MjI4Ni4xNzA3ODIzMjIy%2A_ga_XHGD36LSCD%2AMTc0MDQ0NjQwNi4yOTEuMC4xNzQwNDQ2NDA3LjU5LjAuMA.. \n\n【東日本在住の方】\nhttps://flets.com/app2/search_c.html,"お問い合わせいただきありがとうございます。
提供エリアについてですね。

誠に申し訳ございませんが、ご提供いただいた情報の中には、具体的な提供エリアに関する詳細な記載がございませんでした。

ただ、関連情報としまして、「提供エリア外（ルート外）」であることが、工事ができない理由の一つとして挙げられております。

お客様のお住まいが提供エリアに該当するかどうか、詳しい状況を確認させていただきますので、大変お手数ですが、下記窓口までお気軽にお問い合わせいただけますでしょうか。

【お問い合わせ先】
0120-36-3624

どうぞよろしくお願いいたします。",0.542,×
105,工事ができない理由について,工事ができない理由についてはいくつかあります。\n① 建物上の都合\n② 提供エリア外(ルート外)\n③ 光に対応ができない機器がある\n\n他社様にて工事ができないなどが有った場合、当社では光ファイバーを引込するための配管工事などの付帯工事も行っております。\n0120-36-3624までお気軽にお問い合わせくださいませ。,"お問い合わせいただきありがとうございます。

光回線の工事ができない理由としましては、主に以下の3つの可能性が考えられます。

1.  **建物上の都合**：建物の構造や規約により、工事が難しい場合がございます。
2.  **提供エリア外（ルート外）**：お住まいの地域が、サービスの提供エリア外である可能性がございます。
3.  **光回線に未対応の機器がある**：ご利用中の機器が光回線に対応していない場合がございます。

もし他社様で工事ができないと判断された場合でも、弊社では光ファイバーを引き込むための配管工事などの付帯工事も承っております。
詳細につきましては、以下の窓口までお気軽にお問い合わせくださいませ。

【お問い合わせ窓口】
電話番号：0120-36-3624

ご不明な点がございましたら、いつでもお声がけください。",0.842,〇
106,サ総(サービス総合工事について),サ総(サービス総合工事)とは、NTTの通信設備設置工事のことで、主に電柱や地下などの設備から配線を新設し、必要な機器を取り付ける工事を指します。\n光回線を引き込むにあたり、必要な工事となります。,"お問い合わせありがとうございます。
サービス総合工事についてですね。

恐れ入りますが、どのような情報をお探しでしょうか？

例えば、建物上の都合や提供エリア外などの理由で通常の光回線工事が難しい場合に、当社では光ファイバーを引き込むための配管工事といった付帯工事も承っております。

もし上記のような工事についてお困りの場合は、詳細をお伺いいたしますので、以下の窓口までお気軽にお問い合わせくださいませ。

**【お問い合わせ窓口】**
0120-36-3624

もしお知りになりたい内容が異なる場合は、「工事の料金について」「申し込み方法について」のように、もう少し詳しく教えていただけますでしょうか。",0.865,〇
107,申込から工事までの流れ,お申込みですが、当社コールセンター・営業スタッフ・指定販売店からお申込み頂けます。\nお申込み後、工事日のご案内をいたします。(お申込後から3日〜2ケ月)\n※建物上・機器の関係で現場調査が必要な場合は、工事までに調査を当社で実施いたします。\n工事当日に工事立会いを頂きます。\n各種設定を行い、インターネット及び電話サービスがご利用いただけるようになります。,"お問い合わせいただきありがとうございます。
お申し込みから工事までの一般的な流れについてご案内いたします。

詳細な流れにつきましては、誠に申し訳ございませんが、現在こちらで確認できる情報がございませんでした。

ただ、関連情報といたしまして、お申し込みから開通までにかかる期間の目安は以下の通りです。

**【開通までの期間】**
お申し込み後、**概ね2週間〜2ヶ月**で開通工事となります。

※春の引越しシーズンなど時期によって混み合ったり、お住まいの地域や建物の状況によっても期間が変動したりする場合がございますので、あらかじめご了承ください。

具体的な工事日の日程につきましては、お申し込み受付後に担当者よりご連絡させていただき、調整を進めさせていただきます。

ご不明な点がございましたら、お気軽にお尋ねください。",0.967,〇
108,工事後の当社フォローについて,スリム光工事完了後、お客様のインターネット(固定電話含む)の保守・サポートは当社で行います。\nお電話の故障・インターネットの故障が発生した場合は、0120-36-3624までお問い合わせください。\n※パソコンの故障や、スマートフォン等の故障、複合機の故障などは当社で対応できませんので予めご了承ください。,"お問い合わせいただき、ありがとうございます。
工事後のフォローについてですね。

工事完了後も、何かご不明な点やお困りのことがございましたら、いつでもサポートさせていただきます。

例えば、インターネットの接続設定でご不明な点がある場合や、機器の不具合などがございましたら、お気軽にサポート窓口までご連絡ください。
お客様に快適にご利用いただけるよう、担当部署が迅速に対応いたします。

その他、ご質問はございますでしょうか。",0.913,〇
109,加入権について,加入権とは、NTT東日本やNTT西日本の固定電話回線を契約するための権利で、正式には「施設設置負担金」と呼ばれます。,"お問い合わせいただきありがとうございます。

お調べいたしましたが、ご提供いただいた情報の中には、「加入権」そのものについて直接ご説明できる内容が見つかりませんでした。

一般的に「加入権」とは、NTTの固定電話回線を契約する際に必要となる「施設設置負担金」を指すことが多いです。

もし、ご契約者様の名義変更についてお知りになりたい場合は、関連する情報がございますのでご案内いたします。

**【ご契約者様の名義変更について】**
ご契約者様の名義を変更することは可能です。
お手続きには、新しく名義人となる方の身分証明書などが必要となり、完了までにおおよそ1ヶ月ほどお時間をいただいております。
必要書類は、個人様・法人様など、現在の契約状況と新しい契約状況によって異なります。

もしお知りになりたい情報が異なる場合や、さらに詳しい情報が必要な場合は、お手数ですが再度お問い合わせください。",0.0,×
110,ビジネスホンですが、ひかり電話を利用できますか,基本的にはご利用頂けますが古い機種の場合、一部ご利用できない又は設定ができない場合がございます。\nスリム光の新規でのお申込みの場合、光の工事前に電話機調査を実施いたしますので、ご利用できない場合はその際にお伝えいたします。,"お問い合わせいただき、ありがとうございます。
ビジネスホンでのひかり電話のご利用に関するご質問ですね。

誠に申し訳ございませんが、いただいた情報の中に関連する内容が見つかりませんでした。

一般的には、多くのビジネスホンでひかり電話をご利用いただくことは可能ですが、お使いの機種や現在の回線状況によって対応可否が異なります。

詳細を確認いたしますので、お手数ですが担当部署までお問い合わせいただけますでしょうか。",0.0,×
111,複合機について,複合機ですが、基本的には「スリム光」に対応しております。\nご利用いただくにはスリム光のIPアドレスまたは複合機側の設定が必要な場合がございます。\nスリム光のグループIPアドレスを複合機で設定していただくか、複合機側のグループIPアドレスをスリム光のルーターに設定する必要があります。\nお電話でサポートまたは訪問でもサポート(有料)ができますので、お困りの場合は便利な訪問サポートをご活用ください。,"お問い合わせありがとうございます。

複合機についてですね。

誠に申し訳ございませんが、いただいた情報の中には複合機に関する情報が見当たりませんでした。

一般的に複合機とは、コピー、プリンター、スキャナー、FAXといった複数の機能が一つにまとまったオフィス機器のことを指します。

恐れ入りますが、複合機のどのような情報についてお知りになりたいでしょうか。
例えば、操作方法、トラブルシューティング、おすすめの機種など、具体的な内容をお知らせいただけますと、より的確にご案内できます。

お手数ですが、もう少し詳しくお聞かせいただけますでしょうか。",0.0,×
112,IPアドレスとは何ですか,IPアドレスとは、インターネットに接続されている機器を識別するための番号です。\nインターネット上の住所や電話番号のような役割を果たしており、通信するデバイスにアクセスするための場所情報が含まれています。,"ご質問ありがとうございます。

IPアドレスとは、インターネットに接続されているパソコンやスマートフォンなどの機器を識別するための番号です。

インターネット上の「住所」や「電話番号」のような役割を果たしており、この番号があることで、通信したい相手の機器を特定し、正確にデータをやり取りすることができます。",0.932,〇
113,ポスレジ・カラオケ・警備端末・クレジットなどを利用したい、またはスリム光に対応していますか,「スリム光」は、NTT東西の光コラボレーションとなりますので、基本的にはNTT東西の「フレッツ光」がその機器に対応しているのであれば対応可能です。\n「フレッツ光」が対応していない場合は、「スリム光」でも対応はできません。\n詳しくはご利用メーカーに、「フレッツ光」が対応しているかをご確認ください。,"お問い合わせいただき、ありがとうございます。

ポスレジ、カラオケ、警備端末、クレジット端末のご利用や、スリム光への対応状況についてですね。

恐れ入りますが、お使いの機器によっては光回線に対応していない場合がございます。
詳しい対応状況につきましては、詳細をお伺いした上でご案内させていただきますので、以下のサポートセンターまでお気軽にお問い合わせください。

【サポートセンター】
電話番号: 0120-36-3624

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.843,〇
114,ひかり電話の必要チャネル数を聞かれました。チャネルとは何ですか,ご利用されたい回線数のことになります。\n申込チャネル数により、同時に発着信できる台数が異なります。\n2チャネルであれば、2台同時に発着信できますが、3台目以降は話中音(キャッチホン無)が相手に流れます。\n3台同時に発着信をご利用されたい場合は、台数分のチャネルの申込が必要になります。\nまた、ご利用されるチャネル数に応じ、申込タイプも異なります。\n詳しくは0120-36-3624までお問い合わせください。,"お問い合わせありがとうございます。

ひかり電話における「チャネル」とは、**同時に通話できる回線の数**のことを指します。

例えば、
*   **1チャネル**の場合、同時に**1つの通話**が可能です。誰かが通話している間は、他の電話機で発信したり、かかってきた電話を受けたりすることはできません。
*   **2チャネル**あれば、同時に**2つの通話**が可能です。1人の方が通話中でも、もう1人の方が別の電話をかけたり、受けたりすることができます。

したがって、「必要チャネル数」は、オフィスで同時に何人で電話をお使いになるかによって決まります。

ご不明な点がございましたら、またお気軽にお尋ねください。",0.893,〇
115,フリーダイヤル(フリーアクセス)の申込をしたいです。,月額料金 1100円\n登録事務手数料 2200円\n申込後、フリーアクセスの番号をご案内します。\n番号決定後、7日後(土日祝を除く)からサービスをご利用頂けます。,"お問い合わせいただきありがとうございます。
フリーダイヤル（フリーアクセス）のお申し込みについてですね。

申し訳ございません。お調べいたしましたが、お申し込み手続きに関する情報が見つかりませんでした。

お手数をおかけいたしますが、詳細につきましては担当部署へご確認いただけますでしょうか。
どうぞよろしくお願いいたします。",0.0,×
116,あなたの名前を教えて,私はスリム通信社内のサポート用チャットボットです。名前を決めてほしいです！,"はい、承知いたしました。

私には特定の名前はございません。社内サポート用のチャットボットとして、皆様からのお問い合わせに対応しております。何かお困りのことがございましたら、お気軽にご質問ください。",0.872,〇
117,Wi-Fiの2.4GHzと5GHzの違いは何ですか？,2.4GHzは通信距離が広く、壁や床などの障害物に強いという特徴があります。\nルーターから離れた部屋や、階が異なる部屋でご利用の場合におすすめです。\n\n一方、5GHzは通信距離が狭く、障害物に弱いですが、通信速度が速いという特徴があります。\nルーターの近くで接続してご利用いただく場合におすすめです。,"ご質問ありがとうございます。
Wi-Fiの2.4GHzと5GHzの違いについてですね。それぞれの特徴は以下の通りです。

**【2.4GHz】**
通信できる範囲が広く、壁や床などの障害物に強いという特徴があります。
そのため、ルーターから離れたお部屋や、階が異なる場所でのご利用に適しています。

**【5GHz】**
通信速度が速いというメリットがありますが、通信できる範囲は狭く、障害物には弱いという特徴があります。
そのため、ルーターのお近くでご利用になる場合に適しています。

ご利用になる場所や状況に応じて使い分けていただくことで、より快適にインターネットをご利用いただけます。",0.882,〇
118,Wi-Fiが不安定な場合、周波数を変えた方がいいですか？,通信が不安定な場合、ルーターとの距離や間に障害物がないかをご確認ください。ルーターから遠い場所では2.4GHz、ルーターの近くでは5GHzを使用することで、安定した通信が期待できます。,"お問い合わせいただきありがとうございます。

はい、Wi-Fiが不安定な場合、周波数を変更することは有効な対処法のひとつです。

【参考情報】によりますと、Wi-Fiが不安定になる原因として、ご利用の周波数帯（2.4GHz帯）が電子レンジなどの家電製品と電波干渉を起こしている可能性が挙げられています。

その場合、周波数帯を**5GHz帯に変更する**ことで、電波干渉が少なくなり、通信が安定する場合がございます。

もし周波数を変更しても改善しない場合は、以下の方法もお試しください。

*   Wi-Fiルーターやご利用端末を再起動する
*   Wi-Fiルーターの設置場所や向きを変えてみる

これらの方法をお試しいただいても改善しない場合は、お気軽にご相談ください。",0.833,〇
119,5GHzのWi-Fiはどのような時に使うべきですか？,5GHzは通信速度が速いため、ルーターの近くで動画視聴やオンラインゲームなど、高速な通信が必要な場合のご利用をおすすめします。,"お問い合わせありがとうございます。

5GHzのWi-Fiは通信速度が速いため、**Wi-Fiルーターの近くで、高速な通信が必要な場合**にご利用いただくのがおすすめです。

具体的には、以下のようなシーンに適しています。
*   高画質な動画の視聴
*   オンラインゲーム
*   サイズの大きいファイルのダウンロード

一方で、5GHzの電波は壁や床などの障害物に弱いという特徴もございますので、ルーターから離れた場所でご利用になる場合は、通信が不安定になることがあります。

ご利用の場所や用途に合わせて、2.4GHzと使い分けてみてください。",0.755,〇
120,2.4GHzのWi-Fiはどのような時に使うべきですか？,2.4GHzは通信距離が広く障害物に強いため、ルーターと離れた場所にある部屋や、階が違う部屋でインターネットをご利用になる場合におすすめです。,"お問い合わせありがとうございます。

2.4GHzのWi-Fiは、ルーターと離れた場所や、階の違うお部屋でインターネットをご利用になる際におすすめです。

2.4GHzの電波は壁や床などの障害物に強く、遠くまで届きやすいという特性があるため、ルーターから距離がある場所でも安定した通信が期待できます。",0.794,〇
121,ルーターと違う部屋でWi-Fiを使いたいんですが、どの周波数に設定すればいいですか？,ルーターと違う部屋でWi-Fiを利用する場合、2.4GHz帯の利用をおすすめします。2.4GHz帯は壁や床などの障害物に強く、通信が安定しやすい特性があります。,"お問い合わせいただきありがとうございます。

ルーターと違うお部屋でWi-Fiをご利用になる場合は、**2.4GHz**に設定していただくことをおすすめいたします。

2.4GHzの電波は、壁や床などの障害物に強く、ルーターから離れた場所にも届きやすいという特徴があるため、通信が安定しやすくなります。

もし何かご不明な点がございましたら、お気軽にお尋ねください。",0.832,〇
122,新しいスマホやPCに買い替えたのですが、インターネットの設定はどうすればいいですか？,回線側での特別な設定は不要です。新しい端末側でWi-Fi接続の設定を行ってください。以下に各OSの設定方法のURLを記載します。\n・Windows:https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263 \n・Android:https://support.google.com/android/answer/9075847?hl=ja \n・IPhone:https://support.apple.com/ja-jp/111107,"お問い合わせいただきありがとうございます。
新しいスマートフォンやパソコンのご購入、おめでとうございます。

インターネットの設定ですが、回線側での特別な手続きは必要ございません。
お使いになる新しい端末で、Wi-Fiの接続設定を行っていただくことで、インターネットがご利用になれます。

詳しい設定方法は、ご利用のOS（オペレーティングシステム）によって異なりますので、以下の公式サイトをご参照ください。

*   **Windowsの場合**
    [https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263](https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263)

*   **Androidの場合**
    [https://support.google.com/android/answer/9075847?hl=ja](https://support.google.com/android/answer/9075847?hl=ja)

*   **iPhoneの場合**
    [https://support.apple.com/ja-jp/111107](https://support.apple.com/ja-jp/111107)

もし設定がうまくいかないなど、ご不明な点がございましたら、お気軽にお尋ねください。",0.337,×
123,新しい端末にWi-Fiを設定したいのですが、どうすればいいですか？,新しいパソコンやスマートフォンでのWi-Fi設定は、端末側の操作のみで完了します。回線側での手続きは必要ありません。詳しい設定方法については、お使いの端末のOSに応じた以下のURLをご参照ください。\n・Windows:https://support.microsoft.com/ja-jp/windows/windows-%E3%81%A7-wi-fi-%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%AB%E6%8E%A5%E7%B6%9A%E3%81%99%E3%82%8B-1f881677-b569-0cd5-010d-e3cd3579d263 \n・Android:https://support.google.com/android/answer/9075847?hl=ja \n・IPhone:https://support.apple.com/ja-jp/111107,"お問い合わせありがとうございます。
新しい端末でのWi-Fi設定についてですね。

新しいパソコンやスマートフォンをWi-Fiに接続する場合、お使いの端末側での設定のみで完了いたします。回線側でのお手続きは特に必要ございません。

詳しい設定方法につきましては、お使いの端末の種類（OS）に応じて、以下の公式サイトの設定ガイドをご参照ください。

*   **Windowsをご利用の場合:**
    [https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263](https://support.microsoft.com/ja-jp/windows/windows-で-wi-fi-ネットワークに接続する-1f881677-b569-0cd5-010d-e3cd3579d263)

*   **Androidをご利用の場合:**
    [https://support.google.com/android/answer/9075847?hl=ja](https://support.google.com/android/answer/9075847?hl=ja)

*   **iPhoneをご利用の場合:**
    [https://support.apple.com/ja-jp/111107](https://support.apple.com/ja-jp/111107)

設定の際には、Wi-Fiルーター本体に記載されている「SSID（ネットワーク名）」と「パスワード（暗号化キー）」が必要となりますので、お手元にご準備ください。

ご不明な点がございましたら、再度お気軽にお尋ねください。",0.487,×
124,スリム光を契約したいのですが、最初にいくら支払う必要がありますか？,"スリム光の初期費用は、契約料が880円、引込工事料金が22,000円です。ひかり電話やスリムテレビを同時にお申し込みの場合は、別途費用がかかります。","お問い合わせいただきありがとうございます。

スリム光のご契約時にかかる初期費用についてですね。

申し訳ございません。お調べいたしましたが、ご契約時の初期費用に関する情報を見つけることができませんでした。

一般的に、光回線の契約には契約事務手数料や開通工事費などがかかりますが、料金プランやキャンペーンによって変動することがございます。

恐れ入りますが、正確な金額につきましては、お申し込み窓口や担当部署へ直接お問い合わせいただけますでしょうか。

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.877,〇
125,料金を支払い忘れてインターネットが止まってしまいました。再開するにはどうすればいいですか？,未納分の料金をお支払いいただいた後、およそ1時間ほどでサービスの利用を再開できます。お支払いの後のご連絡は、平日10時〜19時、土曜日10時〜17時の間に当社までお問い合せください。,"料金のお支払い忘れでインターネットが止まってしまったとのこと、ご不便をおかけしております。

お支払期限が過ぎた請求書につきましては、自動的に再送されます。
お手元に届きました請求書にてお支払いいただきますようお願いいたします。

当社にてご入金が確認でき次第、順次インターネットサービスを再開させていただきます。",0.921,〇
126,料金を支払ったのですが、電話が使えません。いつから再開しますか？,未納分の料金をお支払いいただいてから、約1時間でサービスが再開されます。サービス再開に関するお問い合わせは、平日10時〜19時、土曜日10時〜17時にお願いします。,"お問い合わせいただきありがとうございます。
料金をお支払いいただいたにもかかわらず、お電話がご利用できないとのこと、ご不便をおかけしており誠に申し訳ございません。

お支払いいただいた情報がシステム上で確認でき次第、順次サービスの利用が再開されます。
通常、お支払い方法にもよりますが、確認が取れてから数時間ほどで再開いたします。しかしながら、システムの反映に少しお時間がかかる場合もございます。

誠に恐れ入りますが、お客様の詳しいご契約状況を確認し、具体的な再開時間をご案内させていただきたく存じます。
お手数をおかけしますが、担当部署までお問い合わせいただけますでしょうか。

何卒よろしくお願い申し上げます。",0.786,〇
127,未払い分を支払って、すぐにインターネットを使えるようにしたいです。,お支払い確認後、1時間ほどでインターネットのご利用を再開いただけます。早めの再開をご希望でしたら、平日10時〜19時、土曜日10時〜17時の間に当社までご連絡ください。,"お問い合わせいただきありがとうございます。
料金のお支払い後、速やかにインターネットの利用を再開されたいとのことでございますね。

誠に申し訳ございませんが、いただいた情報の中には、お支払い方法やご利用再開までの具体的なお手続きに関する詳細なご案内が見当たりませんでした。

お手数をおかけいたしますが、お客様のご契約状況を確認の上、最適なお支払い方法やお手続きをご案内させていただきますので、担当窓口まで直接お問い合わせいただけますでしょうか。

ご不便をおかけいたしますが、どうぞよろしくお願いいたします。",0.0,×
128,お引越し先でもスリム光を使えますか？,はい、スリム光サービスはNTT東西のフレッツ光と同じ提供エリアでご利用いただけます。以下のURLから、お引越し先が提供エリア内かどうかをご確認いただけます。\n提供エリア検索URL:https://bb-fletsnavi.com/westlp/nttwest/index.html?vd=g1_5_2&gad_source=1&gad_campaignid=22613274467&gbraid=0AAAAA_yDh7HgPrwXQE2cYcWahoCyurNme&gclid=CjwKCAjwiY_GBhBEEiwAFaghvtjmVM4oU-xi7ssgbMYWBRYK9are89Qbfbe5Lxl9ClEqKatp88o05hoCSl0QAvD_BwE,"お問い合わせいただきありがとうございます。
お引越し先でのスリム光のご利用についてですね。

申し訳ございません。お調べいたしましたが、いただいた情報の中からは、お引越しのお手続きに関するご案内を見つけることができませんでした。

一般的に、お引越し先が提供エリア内であり、建物の設備に問題がなければ、移転手続きを行うことで継続してご利用いただけます。

正確なご案内をさせていただくため、お手数ではございますが、お引越し先の詳しいご住所をご準備の上、サポート窓口まで直接お問い合わせいただけますでしょうか。",0.681,×
129,引越しを考えています。スリム光の提供エリアを確認したいです。,スリム光はNTT東西のフレッツ光を同じエリアでご利用可能です。提供エリアの確認は、下記のNTT西日本のエリア検索URLから行ってください。,"お問い合わせいただきありがとうございます。
スリム光の提供エリアについてですね。

お調べいたしましたが、あいにく、お預かりしている情報の中には、提供エリアを一覧でご確認いただけるページの案内がございませんでした。

大変恐れ入りますが、お引越し先のご住所が提供エリアに含まれるかどうかのご確認は、下記の窓口へ直接お問い合わせいただくのが最も確実かと存じます。

【お問い合わせ窓口】
電話番号: 0120-36-3624

お引越しのご準備でお忙しいところ恐縮ですが、一度ご確認いただけますと幸いです。
よろしくお願いいたします。",0.793,〇
130,スリム光の引越し手続きは可能ですか？,はい、可能です。お引越し先でもサービスをご利用いただけるか、まずはNTT東西の提供エリア検索サイトでご確認ください。,"お問い合わせいただき、ありがとうございます。
スリム光のお引越し手続きについてですね。

申し訳ございません。お調べいたしましたが、現在ご案内できる情報の中には、お引越しのお手続きに関する詳細が見つかりませんでした。

大変恐れ入りますが、お手続きの詳細につきましては、担当窓口へ直接お問い合わせいただけますでしょうか。",0.0,×
131,他社へ乗り換えるために事業者変更番号を発行してほしいです。どうすればいいですか？,事業者変更番号は、当社が払い出しいたしますので、お手数ですが0120-36-3624までお問い合わせください。なりすまし防止のため、ご契約者様ご本人に確認後、番号を発行いたします。,"お問い合わせいただき、ありがとうございます。
事業者変更承諾番号の発行手続きについてですね。

申し訳ございませんが、お調べいたしましたが、事業者変更承諾番号の発行に関するお手続きの情報が見つかりませんでした。
お力になれず大変恐縮です。

詳細につきましては、お手数ではございますが、担当窓口まで直接お問い合わせいただけますでしょうか。
何卒よろしくお願い申し上げます。",0.0,×
132,事業者変更番号の発行にはどのくらい時間がかかりますか？,事業者変更番号の発行にはお時間がかかります。また、ご契約者様ご本人の確認や、お支払い状況によっては発行できない場合もございますので、詳細は0120-36-3624までお問い合わせください。,"お問い合わせいただきありがとうございます。

申し訳ございません。お問い合わせいただいた事業者変更承諾番号の発行にかかる期間につきまして、ご案内できる情報が見つかりませんでした。

一般的には、お申し込みから即日～数営業日ほどで発行されることが多いかと存じますが、お客様の状況によって異なる場合がございます。

正確な日数を確認いたしますので、お手数ですが担当窓口までお問い合わせいただけますでしょうか。",0.0,×
133,スリム光の支払い方法を変更したいのですが、どのような方法がありますか？,お支払い方法は、以下の3種類からお選びいただけます。\n・請求書払い（手数料：275円）\n・口座振替（手数料：110円）\n・クレジットカード払い（手数料：0円）,"お問い合わせありがとうございます。
スリム光のお支払い方法の変更ですね。

申し訳ございません。お調べいたしましたが、お支払い方法の変更手続きに関する情報が見つかりませんでした。
お手数をおかけいたしますが、詳細につきましては、担当窓口まで直接お問い合わせいただけますでしょうか。

よろしくお願いいたします。",0.0,×
134,支払い方法によって手数料は変わりますか？,はい、お支払い方法によって手数料が異なります。口座振替は110円、請求書払いは275円かかりますが、クレジットカード払いの手数料は無料です。,"お問い合わせいただきありがとうございます。

お支払い方法による手数料についてですね。

申し訳ございませんが、お調べしましたが、お支払い方法による手数料に関する情報が見つかりませんでした。

お手数をおかけいたしますが、詳細につきましては担当部署へお問い合わせいただけますでしょうか。
ご希望の情報をご提供できず、大変申し訳ございません。",0.0,×
135,口座振替にすると、いつ引き落とされますか？,口座振替の場合、ご利用月の翌月27日に引き落となります。,"お問い合わせいただき、ありがとうございます。

申し訳ございませんが、お問い合わせいただいた口座振替の引き落とし日に関する情報が、いただいた参考情報の中に見当たらず、こちらでは正確な日付を確認することができませんでした。

引き落とし日は、お客様のご契約内容やご利用の金融機関によって異なる場合がございます。
大変恐れ入りますが、詳細につきましては、請求書をご確認いただくか、経理担当までお問い合わせいただけますでしょうか。

お手数をおかけいたしますが、よろしくお願い申し上げます。",0.779,〇
